Device_ID,Channel_ID,Test_Time,Step_ID,Cycle_ID,EIS_Test_ID,EIS_Data_Point,Frequency,Zmod,Zphz,Zreal,Zimg,OCV,AC_Amp_RMS,DC_Base,Driven_Type,Product_ID
25925825,8,10505.9642,7,1,0,0,0.1001,0.0246,-7.9160,0.0243,-0.0034,4.1946,0.25,0,Galvanostatic,Gamry_1
25925825,8,10505.9642,7,1,0,1,0.1335,0.0241,-6.9302,0.0240,-0.0029,4.1946,0.25,0,Galvanostatic,Gamry_1
25925825,8,10505.9642,7,1,0,2,0.1781,0.0237,-6.0936,0.0236,-0.0025,4.1946,0.25,0,Galvanostatic,Gamry_1
25925825,8,10505.9642,7,1,0,3,0.2372,0.0234,-5.4239,0.0233,-0.0022,4.1946,0.25,0,Galvanostatic,Gamry_1
25925825,8,10505.9642,7,1,0,4,0.3167,0.0231,-4.9902,0.0230,-0.0020,4.1946,0.25,0,Galvanostatic,Gamry_1
25925825,8,10505.9642,7,1,0,5,0.4231,0.0229,-4.5990,0.0228,-0.0018,4.1946,0.25,0,Galvanostatic,Gamry_1
25925825,8,10505.9642,7,1,0,6,0.5634,0.0226,-4.3803,0.0226,-0.0017,4.1946,0.25,0,Galvanostatic,Gamry_1
25925825,8,10505.9642,7,1,0,7,0.7512,0.0224,-4.2748,0.0223,-0.0017,4.1946,0.25,0,Galvanostatic,Gamry_1
25925825,8,10505.9642,7,1,0,8,1.0016,0.0222,-4.2461,0.0221,-0.0016,4.1946,0.25,0,Galvanostatic,Gamry_1
25925825,8,10505.9642,7,1,0,9,1.3470,0.0219,-4.4965,0.0219,-0.0017,4.1946,0.25,0,Galvanostatic,Gamry_1
25925825,8,10505.9642,7,1,0,10,1.7589,0.0218,-4.6387,0.0217,-0.0018,4.1946,0.25,0,Galvanostatic,Gamry_1
25925825,8,10505.9642,7,1,0,11,2.3916,0.0214,-5.0614,0.0214,-0.0019,4.1946,0.25,0,Galvanostatic,Gamry_1
25925825,8,10505.9642,7,1,0,12,3.1672,0.0211,-5.6525,0.0210,-0.0021,4.1946,0.25,0,Galvanostatic,Gamry_1
25925825,8,10505.9642,7,1,0,13,4.2344,0.0207,-6.1669,0.0206,-0.0022,4.1946,0.25,0,Galvanostatic,Gamry_1
25925825,8,10505.9642,7,1,0,14,5.5804,0.0202,-6.5630,0.0200,-0.0023,4.1946,0.25,0,Galvanostatic,Gamry_1
25925825,8,10505.9642,7,1,0,15,7.4405,0.0197,-6.7776,0.0195,-0.0023,4.1946,0.25,0,Galvanostatic,Gamry_1
25925825,8,10505.9642,7,1,0,16,9.9102,0.0191,-6.7445,0.0190,-0.0022,4.1946,0.25,0,Galvanostatic,Gamry_1
25925825,8,10505.9642,7,1,0,17,13.3168,0.0186,-6.4550,0.0185,-0.0021,4.1946,0.25,0,Galvanostatic,Gamry_1
25925825,8,10505.9642,7,1,0,18,17.7557,0.0182,-6.0685,0.0181,-0.0019,4.1946,0.25,0,Galvanostatic,Gamry_1
25925825,8,10505.9642,7,1,0,19,23.9158,0.0179,-5.6041,0.0178,-0.0017,4.1946,0.25,0,Galvanostatic,Gamry_1
25925825,8,10505.9642,7,1,0,20,31.8878,0.0176,-5.2944,0.0175,-0.0016,4.1946,0.25,0,Galvanostatic,Gamry_1
25925825,8,10505.9642,7,1,0,21,42.6136,0.0173,-5.0901,0.0172,-0.0015,4.1946,0.25,0,Galvanostatic,Gamry_1
25925825,8,10505.9642,7,1,0,22,54.5058,0.0171,-5.0068,0.0170,-0.0015,4.1946,0.25,0,Galvanostatic,Gamry_1
25925825,8,10505.9642,7,1,0,23,74.4048,0.0168,-4.6460,0.0168,-0.0014,4.1946,0.25,0,Galvanostatic,Gamry_1
25925825,8,10505.9642,7,1,0,24,99.7340,0.0166,-4.4844,0.0165,-0.0013,4.1946,0.25,0,Galvanostatic,Gamry_1
25925825,8,10505.9642,7,1,0,25,133.9286,0.0163,-4.2672,0.0163,-0.0012,4.1946,0.25,0,Galvanostatic,Gamry_1
25925825,8,10505.9642,7,1,0,26,178.0063,0.0161,-4.0143,0.0160,-0.0011,4.1946,0.25,0,Galvanostatic,Gamry_1
25925825,8,10505.9642,7,1,0,27,238.3475,0.0158,-3.7893,0.0158,-0.0010,4.1946,0.25,0,Galvanostatic,Gamry_1
25925825,8,10505.9642,7,1,0,28,319.6023,0.0156,-3.4380,0.0156,-0.0009,4.1946,0.25,0,Galvanostatic,Gamry_1
25925825,8,10505.9642,7,1,0,29,418.5268,0.0154,-3.0087,0.0153,-0.0008,4.1946,0.25,0,Galvanostatic,Gamry_1
25925825,8,10505.9642,7,1,0,30,558.0357,0.0151,-2.3932,0.0151,-0.0006,4.1946,0.25,0,Galvanostatic,Gamry_1
25925825,8,10505.9642,7,1,0,31,745.7386,0.0149,-1.5327,0.0149,-0.0004,4.1946,0.25,0,Galvanostatic,Gamry_1
25925825,8,10505.9642,7,1,0,32,1004.4640,0.0147,-0.4026,0.0147,-0.0001,4.1946,0.25,0,Galvanostatic,Gamry_1
25925825,8,10505.9642,7,1,0,33,1324.7280,0.0145,1.0918,0.0145,0.0003,4.1946,0.25,0,Galvanostatic,Gamry_1
25925825,8,10505.9642,7,1,0,34,1770.8330,0.0143,3.1643,0.0143,0.0008,4.1946,0.25,0,Galvanostatic,Gamry_1
25925825,8,10505.9642,7,1,0,35,2343.7500,0.0143,5.7459,0.0142,0.0014,4.1946,0.25,0,Galvanostatic,Gamry_1
25925825,8,10505.9642,7,1,0,36,3164.0630,0.0143,9.2287,0.0141,0.0023,4.1946,0.25,0,Galvanostatic,Gamry_1
25925825,8,10505.9642,7,1,0,37,4230.1830,0.0146,13.3673,0.0142,0.0034,4.1946,0.25,0,Galvanostatic,Gamry_1
25925825,8,10505.9642,7,1,0,38,5602.1340,0.0150,18.1143,0.0143,0.0047,4.1946,0.25,0,Galvanostatic,Gamry_1
25925825,8,10505.9642,7,1,0,39,7431.4020,0.0158,23.5199,0.0145,0.0063,4.1946,0.25,0,Galvanostatic,Gamry_1
