Device_ID,Channel_ID,Test_Time,Step_ID,Cycle_ID,EIS_Test_ID,EIS_Data_Point,Frequency,Zmod,Zphz,Zreal,Zimg,OCV,AC_Amp_RMS,DC_Base,Driven_Type,Product_ID
25925825,3,23368.7826,9,1,0,0,0.1001,0.0222,-8.0567,0.0219,-0.0031,4.1932,0.25,0,Galvanostatic,Gamry_1
25925825,3,23368.7826,9,1,0,1,0.1335,0.0217,-7.0092,0.0216,-0.0027,4.1932,0.25,0,Galvanostatic,Gamry_1
25925825,3,23368.7826,9,1,0,2,0.1781,0.0213,-6.0777,0.0212,-0.0023,4.1932,0.25,0,Galvanostatic,Gamry_1
25925825,3,23368.7826,9,1,0,3,0.2372,0.0211,-5.3358,0.0210,-0.0020,4.1932,0.25,0,Galvanostatic,Gamry_1
25925825,3,23368.7826,9,1,0,4,0.3167,0.0208,-4.6887,0.0207,-0.0017,4.1932,0.25,0,Galvanostatic,Gamry_1
25925825,3,23368.7826,9,1,0,5,0.4231,0.0205,-4.3305,0.0205,-0.0016,4.1932,0.25,0,Galvanostatic,Gamry_1
25925825,3,23368.7826,9,1,0,6,0.5634,0.0203,-3.7967,0.0203,-0.0013,4.1932,0.25,0,Galvanostatic,Gamry_1
25925825,3,23368.7826,9,1,0,7,0.7512,0.0202,-3.5879,0.0201,-0.0013,4.1932,0.25,0,Galvanostatic,Gamry_1
25925825,3,23368.7826,9,1,0,8,1.0016,0.0201,-3.2870,0.0200,-0.0012,4.1932,0.25,0,Galvanostatic,Gamry_1
25925825,3,23368.7826,9,1,0,9,1.3470,0.0199,-3.1331,0.0199,-0.0011,4.1932,0.25,0,Galvanostatic,Gamry_1
25925825,3,23368.7826,9,1,0,10,1.7589,0.0197,-3.1759,0.0197,-0.0011,4.1932,0.25,0,Galvanostatic,Gamry_1
25925825,3,23368.7826,9,1,0,11,2.3916,0.0196,-3.2163,0.0196,-0.0011,4.1932,0.25,0,Galvanostatic,Gamry_1
25925825,3,23368.7826,9,1,0,12,3.1672,0.0194,-3.3998,0.0194,-0.0012,4.1932,0.25,0,Galvanostatic,Gamry_1
25925825,3,23368.7826,9,1,0,13,4.2344,0.0192,-3.6223,0.0192,-0.0012,4.1932,0.25,0,Galvanostatic,Gamry_1
25925825,3,23368.7826,9,1,0,14,5.5804,0.0190,-3.9268,0.0190,-0.0013,4.1932,0.25,0,Galvanostatic,Gamry_1
25925825,3,23368.7826,9,1,0,15,7.4405,0.0187,-4.2340,0.0187,-0.0014,4.1932,0.25,0,Galvanostatic,Gamry_1
25925825,3,23368.7826,9,1,0,16,9.9102,0.0184,-4.4789,0.0184,-0.0014,4.1932,0.25,0,Galvanostatic,Gamry_1
25925825,3,23368.7826,9,1,0,17,13.3168,0.0181,-4.5956,0.0181,-0.0015,4.1932,0.25,0,Galvanostatic,Gamry_1
25925825,3,23368.7826,9,1,0,18,17.7557,0.0178,-4.5891,0.0177,-0.0014,4.1932,0.25,0,Galvanostatic,Gamry_1
25925825,3,23368.7826,9,1,0,19,23.9158,0.0175,-4.4786,0.0174,-0.0014,4.1932,0.25,0,Galvanostatic,Gamry_1
25925825,3,23368.7826,9,1,0,20,31.8878,0.0172,-4.3210,0.0172,-0.0013,4.1932,0.25,0,Galvanostatic,Gamry_1
25925825,3,23368.7826,9,1,0,21,42.6136,0.0170,-4.1456,0.0169,-0.0012,4.1932,0.25,0,Galvanostatic,Gamry_1
25925825,3,23368.7826,9,1,0,22,54.5058,0.0169,-4.1773,0.0168,-0.0012,4.1932,0.25,0,Galvanostatic,Gamry_1
25925825,3,23368.7826,9,1,0,23,74.4048,0.0166,-3.8717,0.0165,-0.0011,4.1932,0.25,0,Galvanostatic,Gamry_1
25925825,3,23368.7826,9,1,0,24,99.7340,0.0163,-3.6407,0.0163,-0.0010,4.1932,0.25,0,Galvanostatic,Gamry_1
25925825,3,23368.7826,9,1,0,25,133.9286,0.0162,-3.3789,0.0161,-0.0010,4.1932,0.25,0,Galvanostatic,Gamry_1
25925825,3,23368.7826,9,1,0,26,178.0063,0.0160,-3.1803,0.0160,-0.0009,4.1932,0.25,0,Galvanostatic,Gamry_1
25925825,3,23368.7826,9,1,0,27,238.3475,0.0158,-2.9377,0.0158,-0.0008,4.1932,0.25,0,Galvanostatic,Gamry_1
25925825,3,23368.7826,9,1,0,28,319.6023,0.0156,-2.6823,0.0156,-0.0007,4.1932,0.25,0,Galvanostatic,Gamry_1
25925825,3,23368.7826,9,1,0,29,418.5268,0.0155,-2.3898,0.0155,-0.0006,4.1932,0.25,0,Galvanostatic,Gamry_1
25925825,3,23368.7826,9,1,0,30,558.0357,0.0153,-1.9125,0.0153,-0.0005,4.1932,0.25,0,Galvanostatic,Gamry_1
25925825,3,23368.7826,9,1,0,31,745.7386,0.0152,-1.4846,0.0152,-0.0004,4.1932,0.25,0,Galvanostatic,Gamry_1
25925825,3,23368.7826,9,1,0,32,1004.4640,0.0150,-0.8165,0.0150,-0.0002,4.1932,0.25,0,Galvanostatic,Gamry_1
25925825,3,23368.7826,9,1,0,33,1324.7280,0.0148,0.0404,0.0148,0.0000,4.1932,0.25,0,Galvanostatic,Gamry_1
25925825,3,23368.7826,9,1,0,34,1770.8330,0.0147,1.2491,0.0147,0.0003,4.1932,0.25,0,Galvanostatic,Gamry_1
25925825,3,23368.7826,9,1,0,35,2343.7500,0.0146,2.7742,0.0146,0.0007,4.1932,0.25,0,Galvanostatic,Gamry_1
25925825,3,23368.7826,9,1,0,36,3164.0630,0.0145,4.9179,0.0145,0.0012,4.1932,0.25,0,Galvanostatic,Gamry_1
25925825,3,23368.7826,9,1,0,37,4230.1830,0.0146,7.5571,0.0144,0.0019,4.1932,0.25,0,Galvanostatic,Gamry_1
25925825,3,23368.7826,9,1,0,38,5602.1340,0.0147,10.7596,0.0144,0.0027,4.1932,0.25,0,Galvanostatic,Gamry_1
25925825,3,23368.7826,9,1,0,39,7431.4020,0.0149,14.6913,0.0145,0.0038,4.1932,0.25,0,Galvanostatic,Gamry_1
25925825,3,168019.7129,32,11,0,0,0.1001,0.0233,-7.5469,0.0231,-0.0031,4.1828,0.25,0,Galvanostatic,Gamry_1
25925825,3,168019.7129,32,11,0,1,0.1335,0.0229,-6.5158,0.0227,-0.0026,4.1828,0.25,0,Galvanostatic,Gamry_1
25925825,3,168019.7129,32,11,0,2,0.1781,0.0225,-5.7557,0.0224,-0.0023,4.1828,0.25,0,Galvanostatic,Gamry_1
25925825,3,168019.7129,32,11,0,3,0.2372,0.0222,-5.0746,0.0221,-0.0020,4.1828,0.25,0,Galvanostatic,Gamry_1
25925825,3,168019.7129,32,11,0,4,0.3167,0.0220,-4.5548,0.0219,-0.0017,4.1828,0.25,0,Galvanostatic,Gamry_1
25925825,3,168019.7129,32,11,0,5,0.4231,0.0217,-4.1054,0.0217,-0.0016,4.1828,0.25,0,Galvanostatic,Gamry_1
25925825,3,168019.7129,32,11,0,6,0.5634,0.0215,-3.8830,0.0215,-0.0015,4.1828,0.25,0,Galvanostatic,Gamry_1
25925825,3,168019.7129,32,11,0,7,0.7512,0.0213,-3.7559,0.0213,-0.0014,4.1828,0.25,0,Galvanostatic,Gamry_1
25925825,3,168019.7129,32,11,0,8,1.0016,0.0212,-3.6528,0.0211,-0.0014,4.1828,0.25,0,Galvanostatic,Gamry_1
25925825,3,168019.7129,32,11,0,9,1.3470,0.0210,-3.6584,0.0210,-0.0013,4.1828,0.25,0,Galvanostatic,Gamry_1
25925825,3,168019.7129,32,11,0,10,1.7589,0.0208,-3.7682,0.0208,-0.0014,4.1828,0.25,0,Galvanostatic,Gamry_1
25925825,3,168019.7129,32,11,0,11,2.3916,0.0206,-4.1857,0.0205,-0.0015,4.1828,0.25,0,Galvanostatic,Gamry_1
25925825,3,168019.7129,32,11,0,12,3.1672,0.0203,-4.6105,0.0203,-0.0016,4.1828,0.25,0,Galvanostatic,Gamry_1
25925825,3,168019.7129,32,11,0,13,4.2344,0.0200,-5.0513,0.0199,-0.0018,4.1828,0.25,0,Galvanostatic,Gamry_1
25925825,3,168019.7129,32,11,0,14,5.5804,0.0196,-5.4775,0.0196,-0.0019,4.1828,0.25,0,Galvanostatic,Gamry_1
25925825,3,168019.7129,32,11,0,15,7.4405,0.0192,-5.7978,0.0191,-0.0019,4.1828,0.25,0,Galvanostatic,Gamry_1
25925825,3,168019.7129,32,11,0,16,9.9102,0.0188,-5.8800,0.0187,-0.0019,4.1828,0.25,0,Galvanostatic,Gamry_1
25925825,3,168019.7129,32,11,0,17,13.3168,0.0183,-5.7660,0.0183,-0.0018,4.1828,0.25,0,Galvanostatic,Gamry_1
25925825,3,168019.7129,32,11,0,18,17.7557,0.0180,-5.4731,0.0179,-0.0017,4.1828,0.25,0,Galvanostatic,Gamry_1
25925825,3,168019.7129,32,11,0,19,23.9158,0.0176,-5.0635,0.0176,-0.0016,4.1828,0.25,0,Galvanostatic,Gamry_1
25925825,3,168019.7129,32,11,0,20,31.8878,0.0173,-4.7314,0.0173,-0.0014,4.1828,0.25,0,Galvanostatic,Gamry_1
25925825,3,168019.7129,32,11,0,21,42.6136,0.0171,-4.3775,0.0171,-0.0013,4.1828,0.25,0,Galvanostatic,Gamry_1
25925825,3,168019.7129,32,11,0,22,54.5058,0.0170,-4.0437,0.0169,-0.0012,4.1828,0.25,0,Galvanostatic,Gamry_1
25925825,3,168019.7129,32,11,0,23,74.4048,0.0167,-4.0407,0.0167,-0.0012,4.1828,0.25,0,Galvanostatic,Gamry_1
25925825,3,168019.7129,32,11,0,24,99.7340,0.0165,-3.7809,0.0164,-0.0011,4.1828,0.25,0,Galvanostatic,Gamry_1
25925825,3,168019.7129,32,11,0,25,133.9286,0.0163,-3.5906,0.0162,-0.0010,4.1828,0.25,0,Galvanostatic,Gamry_1
25925825,3,168019.7129,32,11,0,26,178.0063,0.0161,-3.3435,0.0160,-0.0009,4.1828,0.25,0,Galvanostatic,Gamry_1
25925825,3,168019.7129,32,11,0,27,238.3475,0.0159,-3.1107,0.0159,-0.0009,4.1828,0.25,0,Galvanostatic,Gamry_1
25925825,3,168019.7129,32,11,0,28,319.6023,0.0157,-2.8226,0.0157,-0.0008,4.1828,0.25,0,Galvanostatic,Gamry_1
25925825,3,168019.7129,32,11,0,29,418.5268,0.0156,-2.5583,0.0155,-0.0007,4.1828,0.25,0,Galvanostatic,Gamry_1
25925825,3,168019.7129,32,11,0,30,558.0357,0.0154,-2.0927,0.0154,-0.0006,4.1828,0.25,0,Galvanostatic,Gamry_1
25925825,3,168019.7129,32,11,0,31,745.7386,0.0152,-1.6461,0.0152,-0.0004,4.1828,0.25,0,Galvanostatic,Gamry_1
25925825,3,168019.7129,32,11,0,32,1004.4640,0.0150,-0.9709,0.0150,-0.0003,4.1828,0.25,0,Galvanostatic,Gamry_1
25925825,3,168019.7129,32,11,0,33,1324.7280,0.0149,-0.1066,0.0149,0.0000,4.1828,0.25,0,Galvanostatic,Gamry_1
25925825,3,168019.7129,32,11,0,34,1770.8330,0.0147,1.0926,0.0147,0.0003,4.1828,0.25,0,Galvanostatic,Gamry_1
25925825,3,168019.7129,32,11,0,35,2343.7500,0.0146,2.6048,0.0146,0.0007,4.1828,0.25,0,Galvanostatic,Gamry_1
25925825,3,168019.7129,32,11,0,36,3164.0630,0.0146,4.7247,0.0145,0.0012,4.1828,0.25,0,Galvanostatic,Gamry_1
25925825,3,168019.7129,32,11,0,37,4230.1830,0.0146,7.3588,0.0145,0.0019,4.1828,0.25,0,Galvanostatic,Gamry_1
25925825,3,168019.7129,32,11,0,38,5602.1340,0.0147,10.5237,0.0144,0.0027,4.1828,0.25,0,Galvanostatic,Gamry_1
25925825,3,168019.7129,32,11,0,39,7431.4020,0.0149,14.5151,0.0144,0.0037,4.1828,0.25,0,Galvanostatic,Gamry_1
25925825,3,328071.4111,32,21,1,0,0.1001,0.0240,-7.3183,0.0238,-0.0031,4.1830,0.25,0,Galvanostatic,Gamry_1
